source_id,source_name,lat,lon,total_co2_emissions_2024
3900,North Karanpura power station,23.8508,85.0124,5560200.0
447424,VIJJESWARAN-I,16.9335,81.7243,231310.0
447517,BOKARO,23.7829,85.8834,3161400.0
447604,SOUTHERN (CESC),22.5496,88.2915,414086.0
447750,DABHOL,17.5597,73.1664,1744800.0
447756,Durgapur DVC power station,23.5315,87.2499,0.0
447760,INDRAPRASTHA DESU,28.6196,77.2504,225820.0
448111,BHANDER POWER,21.1144,72.6562,401050.0
448179,GACL Dahej Caustic Captive power plant,21.7097,72.6904,164840.0
448180,DHUVARAN,22.2396,72.752,580430.0
448185,UTRAN,21.2285,72.8705,291680.0
448187,BARODA GIPCL,22.3767,73.1013,255180.0
448190,PAGUTHAN,21.78,72.979,368860.0
448195,HPL COGEN,22.0665,88.1029,97412.0
448221,VISAKH (VIZAG) REF,17.7024,83.2326,176760.0
448294,PANIPAT REFINERY,29.4673,76.8754,154300.0
448357,JSW Vijayanagar Toranagallu power station,15.1839,76.6622,1333240.0
448503,GUJARAT CEMENT WORKS,20.8366,70.6917,770680.0
448529,MP Amarkantak power station,23.1621,81.6328,1452718.5
448530,KORBA EAST,22.3834,82.7195,0.0
448540,KHAPERKHEDA,21.2818,79.116,8257000.0
448543,PARAS,20.7147,76.7948,2988100.0
448545,URAN,18.8816,72.9697,540500.0
448553,MANGALORE REFINERY,12.9839,74.8442,98741.0
448606,RAIPUR SPONGE IRON,21.9878,83.2313,300550.0
448672,ANTA,25.1797,76.3188,333110.0
448673,AURAIYA,26.6282,79.5286,546300.0
448675,JHANOR-GANDHAR,21.8242,73.1136,493800.0
448677,KAWAS,21.175,72.6879,411340.0
448679,DADRI,28.603,77.6078,8193500.0
448682,Rihand power station,24.027,82.7915,21731000.0
448749,AGARTALA,23.8698,91.3602,256170.0
448750,KATHALGURI,27.341,95.4064,244620.0
448962,RAMGARH RAJASTHAN,27.3359,70.5375,52186.0
449154,SANGHIPURAM CEMENT,23.4017,68.5708,381490.0
449456,TROMBAY,19.0027,72.8979,2997200.0
449457,JAMSHEDPUR WORKS,22.7874,86.2001,965800.0
449613,ANKALESHWAR CAUSTIC PLANT,21.6387,73.183,49848.0
449620,HARDUAGANJ,28.0175,78.13,5483300.0
449787,DHOLPUR,26.7018,77.8479,271390.0
449800,KOCHI-KERALA,10.0745,76.3191,157200.0
449808,KONDAPALLI,16.64,80.5504,1177680.0
449831,Bokaro Steel City Thermal Power Station,23.6859,86.0929,2160700.0
449922,FARIDABAD NTPC,28.3465,77.359,353100.0
449995,Vizag Steel Plant power station,17.6065,83.1967,1884900.0
450003,GURU GOBIND SINGH RF,29.9265,74.9609,55588.0
450035,CHANDERIA SMELTER,24.9632,74.6685,1327080.0
450038,PIPAVAV GSPC,20.8986,71.4693,559080.0
450121,Raigarh Jindal power station,21.925,83.3454,1599100.0
450166,HAZIRA GSEG,21.1652,72.6613,410310.0
450168,LALKUA MILL,29.0665,79.5189,482030.0
450172,KAGITHAPURAM MILL,11.0529,77.9958,569920.0
450186,VALUTHUR,9.3484,78.9235,156990.0
450196,THIRUMAKOTAI,10.5415,79.4507,87299.0
450199,PRAGATI,28.6146,77.2528,263290.0
450200,SAMALKOT,17.0387,82.1379,177380.0
450255,BHIGWAN MILL,18.2422,74.7526,212660.0
450256,SHIROL MILL,16.7491,74.5849,201.98
450334,KARUPPUR,11.1208,79.529,91029.0
450409,MONARCHAK,23.438,91.274,81288.0
450458,Palamau Plant power station,24.229,83.8858,340240.0
450511,EAST GODAVARI MILL,17.0299,81.7725,289200.0
450602,DUBURI STEEL PLANT,20.9602,86.0503,1429700.0
450633,ARKAY VALANTHARVI,9.3279,78.9215,383950.0
450634,KONASEEMA,16.7346,81.8622,353310.0
450635,KUTTALAM,11.0343,79.5852,75909.0
450638,AMBUJANAGAR CEMENT,20.8355,70.6955,520470.0
450656,PRAKASH CHAMPA,21.9962,82.6701,299360.0
450686,PRAGATI-III,28.7962,77.0709,1233490.0
450724,PALATANA,23.4987,91.4385,586410.0
450746,SAI REGENCY,9.3656,78.8951,104591.0
450926,MIHAN Power Project,21.0377,78.9334,0.0
450997,PANIPAT CRACKER,29.4556,76.858,188840.0
450999,GODAWARI SILTARA,21.375,81.6814,237890.0
451041,Zawar Mines power station,24.3499,73.7482,455700.0
451166,Kota Complex power station,25.1286,75.8835,712110.0
451202,Salem Siscol power station,11.814,77.9191,179620.0
451247,RITHALA POWER,28.7327,77.1016,116142.0
451549,Aditya Aluminium power station,21.7401,84.0606,5111900.0
451611,RAIPUR JAIN,21.3119,81.6131,368600.0
451613,Siltara SKS power station,21.3914,81.6464,348150.0
451683,VIJAYPUR COMPLEX,16.4995,75.8346,11331800.0
451704,BALLARPUR BILT POWER,19.8605,79.3394,382790.0
451743,VADINAR POWER,22.3243,69.7377,1977900.0
451815,KASHIPUR GAMA,29.1417,78.9635,175480.0
451816,MARUTI MANESAR,28.3669,76.8952,126364.0
451850,NAGAI POWER,10.8241,79.7538,850630.0
451873,KASHIPUR SRAVANTHI,29.1547,78.974,370050.0
451937,RAIPUR NECO,21.344,81.6726,334580.0
451940,Rawan Cement power station,24.7649,74.6096,174180.0
452077,DAHEJ OPAL,21.6934,72.6243,180300.0
452142,BCPL Captive power plant,27.371,94.8808,82776.0
452210,Katghora power station,22.4872,82.6266,0.0
452253,MANIKGARH CEMENT,19.7212,79.1746,425310.0
452311,Balaji Cement power station,16.8705,80.022,204540.0
452316,JSW Tarapur power station,19.7945,72.7405,212660.0
452394,Vizag Simhadri power station,17.6369,83.1931,293020.0
452536,Lakwa Replacement power station,26.9852,94.9298,105096.0
452613,LOKMANGAL SUGAR ETHANOL,17.4474,75.7161,0.0
452715,YELAHANKA GAS,13.1176,77.5819,296170.0
452812,HAZIRA RELIANCE,21.1592,72.6871,2435800.0
452896,Matix Fertilisers Captive power plant,23.4448,87.4915,67560.0
453065,GACL-NALCO Dahej Caustic captive power station,21.7102,72.6904,738210.0
453066,BHUSHAN RENGALI,21.7705,84.019,2982200.0
714506,Chandrapura power station,23.7413,86.1202,3381400.0
714936,BHATAPARA CEMENT PLANT,21.67,82.0834,358610.0
715033,RAJIV GANDHI CCPP,9.2405,76.4287,376410.0
715312,PARLI,18.9076,76.543,3674800.0
715475,Neyveli Thermal Power Station I,11.5925,79.4739,6503400.0
717596,Butibori Power Project,20.9286,78.9333,0.0
718165,Newari power station,22.9588,78.7323,484490.0
718231,Simhapuri Thamminapatnam power station,14.2046,80.0866,3149280.0
718368,Adani Raigarh Thermal Power Plant,21.7438,83.2741,2971700.0
718583,Salora power station,22.49,82.6062,0.0
718730,JSW Ispat Raigarh power station,21.9864,83.2303,856300.0
719930,Gola power station,23.4836,85.6575,357270.0
719939,GODAVARI GAS POWER,17.0587,82.3097,172820.0
1753085,NTPC Seoni power station,22.7355,79.9123,3402400.0
4401974,DHAMPUR SUGAR MILL,29.2895,78.5156,0.0
4402647,Brahmapuram Diesel power station,9.9974,76.3732,22740.0
4404100,Jawaharpur Thermal Project,27.4966,78.8236,5110100.0
4404338,GMR Energy Limited Combined Cycle power plant,16.9501,82.2702,0.0
4404431,ASMOLI SUGAR MILL,28.706,78.5446,0.0
4404521,SAKTHI MILL,9.8257,78.3645,0.0
4404869,PRAVARA NAGAR MILL,19.5713,74.5016,0.0
4405122,Daurala Sugar Works power station,29.1217,77.7029,2356.4
4405666,Paradip Refinery Captive power station,20.2563,86.5918,551070.0
4406307,Gularia Mill power station,28.2311,80.6334,0.0
4406831,Warana Sugar power station,16.8622,74.1984,0.0
4406836,Panchganga power station,16.7668,74.1356,0.0
4407211,DCM HARIAWAN SUGAR,27.5305,80.1542,0.0
4407212,Shri Sai Priya Sugars power station,16.5741,75.2085,0.0
4407215,Aland Sugar power station,17.4622,76.5651,0.0
4407217,Jay Mahesh power station,19.147,76.2689,0.0
4407441,Seksaria Biswan power station,27.484,80.996,0.0
4409256,ARS Metals Gummidipoondi captive power station,13.4239,80.0661,340240.0
4409503,Mellacheruvu Cement power station,16.8097,79.9151,340240.0
25450209,Kothagudem Thermal Power Station,17.6219,80.6936,10786900.0
25450210,Nellore power station,14.4906,79.9869,170150.0
25450212,Rayalaseema Thermal Power Project,14.704,78.4577,8842000.0
25450213,Dr. Narla Tata Rao Thermal power station,16.5952,80.5393,12516300.0
25450239,LAKWA ASEB,26.9853,94.9313,76292.0
25450240,NAMRUP,27.1858,95.376,121955.0
25450276,Barsingsar Thermal Power Project,27.845,73.1994,1670620.0
25450302,ROKHIA,23.626,91.1948,106903.0
25450303,MUMBAI BPCL,19.016,72.8948,57787.0
25450304,Bhilai Steel power station,21.184,81.4237,3272100.0
25450307,Barauni power station,25.3914,86.0235,3515500.0
25450309,Muzaffarpur power station,26.1948,85.3033,2211700.0
25450310,Bina Thermal Power Project,24.3172,78.1336,3089000.0
25450311,BINANI CEMENT PLANT,24.8263,73.0901,396720.0
25450312,Dahanu power station,19.9535,72.7487,2963900.0
25450349,Guru Hargobind Lehra Mohabbat Power Station,30.2666,75.1661,4584700.0
25450401,Budge Budge Generating Station,22.4703,88.1399,5054700.0
25450403,Titagarh power station,22.732,88.3703,0.0
25450474,Neyveli Zero power station,11.5401,79.4159,1603420.0
25450481,KOCHI REFINERY,9.9722,76.378,178900.0
25450558,Mejia power station,23.4639,87.1311,15102000.0
25450637,Deenbandhu Chhotu Ram Thermal Power Plant,30.1075,77.3268,3299773.0
25450915,HAZIRA EPOL,21.1104,72.6545,413400.0
25450972,NAGDA WORKS,23.4472,75.4073,600260.0
25450983,Gandhinagar Thermal Power Station,23.2497,72.6739,2627500.0
25450984,Kutch GSECL power station,23.6639,68.7841,364870.0
25450985,Sikka Thermal Power Station,22.4208,69.8276,772790.0
25450986,Ukai Thermal Power Station,21.2093,73.5574,5238900.0
25450988,Wanakbori Thermal Power Station,22.8776,73.3605,10316700.0
25450990,Surat Lignite Power Plant,21.3973,73.107,2994100.0
25450991,Akrimota Power Project,23.7725,68.6456,160050.0
25451003,Panipat power station,29.3975,76.8763,4221200.0
25451021,Vizag Thermal Power Plant,17.5636,83.1389,3919700.0
25451077,IFFCO AONLA WORKS,28.2289,79.2483,187740.0
25451093,NAGOTHANE COMPLEX,18.5576,73.1126,22132.0
25451094,Choudwar power station,20.5348,85.9079,1463100.0
25451096,BUTIBORI PLANT,20.9245,78.9506,251530.0
25451113,P.Nallur Combined Cycle power plant,11.0749,79.834,355970.0
25451149,Jojobera Power Plant,22.7554,86.2491,1597260.0
25451150,Tuticorin NTPL power station,8.7604,78.1711,4414000.0
25451151,JAYPEE REWA CEMENT,24.5637,81.1701,318970.0
25451159,MUMBAI JINDAL,18.5309,72.9465,8482.8
25451167,JAYPEE BELA CEMENT,24.5286,81.1698,364320.0
25451195,Raichur Thermal Power Station,16.3532,77.3422,7941800.0
25451210,VASAVADATTA CEMENT,17.1643,77.2942,440620.0
25451334,Hasdeo Thermal Power Station,22.4125,82.6822,7982700.0
25451335,Sanjay Gandhi power station,23.3057,81.0648,7436900.0
25451336,Satpura Thermal Power Station,22.1081,78.1771,3578100.0
25451337,MANALI REFINERY,13.1679,80.2825,100442.0
25451341,Bhusawal Thermal Power Station,21.0498,75.8477,6484100.0
25451342,Chandrapur Thermal Power Station,20.0063,79.29,14863700.0
25451344,Koradi Thermal Power Station,21.2421,79.095,13146800.0
25451345,Nasik MAHAGENCO Thermal Power Station,19.9815,73.8921,2602200.0
25451354,Udupi power station,13.1596,74.8002,5444200.0
25451445,Angul Smelter power station,20.849,85.1902,6805000.0
25451451,VIJAIPUR WORKS,24.4978,77.1513,113455.0
25451477,Farakka power station,24.7727,87.8937,12976800.0
25451479,Kahalgaon Super Thermal Power Plant,25.2369,87.2656,15676000.0
25451481,Korba Super Thermal Power Station (NTPC),22.3881,82.6858,18883000.0
25451483,Ramagundam power station,18.7565,79.4601,14648000.0
25451484,BALCO Korba power station,22.3951,82.6769,1531000.0
25451486,Singrauli Super Thermal Power Station,24.1042,82.7064,14707000.0
25451487,Talcher power station,20.9111,85.2072,0.0
25451488,Feroze Gandhi Unchahar Power Station,25.914,81.3239,8638700.0
25451489,Vindhyachal power station,24.0983,82.6719,34412000.0
25451490,THANE PLANT,19.0875,73.0258,7573.9
25451500,Paloncha power station,17.5735,80.6649,1383500.0
25451601,MUMBAI ONGC,18.9988,72.8997,80661.0
25451602,URAN ONGC,18.8681,72.9293,67324.0
25451620,Ib Valley Thermal Power Station,21.6898,83.8602,11804200.0
25451756,Ropar power station,31.0418,76.5845,4236000.0
25451762,Kota power station,25.171,75.817,8236300.0
25451764,Suratgarh Super Thermal Power Station,29.1754,74.0199,7260600.0
25451890,PATALGANGA,18.8834,73.1814,70981.0
25451914,Renusagar power station,24.1811,82.7913,4115400.0
25452060,PUNE MILL,18.2417,74.7531,170150.0
25452143,SEPC Tuticorin power station,8.7553,78.158,2977200.0
25452245,BASIN BRIDGE,13.0985,80.2697,186700.0
25452246,Mettur Thermal Power Station,11.7692,77.8102,7725300.0
25452247,North Chennai Thermal Power Station,13.253,80.3278,8920300.0
25452248,Tuticorin Thermal Power Station,8.7625,78.176,5984700.0
25452419,Anpara power station,24.2031,82.7883,24685000.0
25452421,Obra Thermal Power Station,24.4446,82.9803,4798500.0
25452422,Parichha power station,25.5136,78.7579,4925500.0
25452423,Tanda power station,26.5892,82.6004,9736300.0
25452485,Bakreswar Thermal Power Station,23.8292,87.451,8007500.0
25452486,Bandel Thermal Power Station,22.9957,88.4038,1890560.0
25452487,Durgapur Projects Limited power station,23.5211,87.3023,3367200.0
25452488,Kolaghat Thermal Power Station,22.4166,87.871,5345300.0
25452489,Santaldih Thermal Power Station,23.6013,86.4666,3709400.0
25452613,Maithon Right Bank Thermal Power Station,23.8209,86.76,7042100.0
25452614,Goindwal Sahib Thermal Power Plant,31.3841,75.1465,2992300.0
25452634,BHILAI WORKS,21.1789,81.3952,504710.0
25452657,Wardha Works power station,20.7093,78.6282,453660.0
25452658,Paradip Oswal power station,20.3124,86.6596,311910.0
25452724,Simhadri power station,17.591,83.0917,11381300.0
25452726,DUGGAVATHI MILL,14.6284,75.8448,0.0
25452747,Tenughat power station,23.7277,85.7652,2220790.0
25452760,JAMNAGAR COMPLEX,22.3452,69.8596,708250.0
25452761,GUJARAT REFINERY,22.3704,73.12,281060.0
25452762,GADEPAN WORKS,25.1521,76.182,53236.0
25452763,GANDHAR PETROCHEM,21.6825,72.5746,140360.0
25452773,Rosa Thermal Power Plant,27.8194,79.9372,7052100.0
25452818,ACC WADI CEMENT,17.0552,76.9775,425310.0
25452819,ACC KYMORE CEMENT,24.0529,80.6144,283560.0
25452830,METTUR MALCO,11.8127,77.8273,567080.0
25452831,DOLVI ISPAT,18.6858,73.0437,108671.0
25452912,KARAIKAL,10.9325,79.8216,27665.0
25452937,Sipat power station,22.1317,82.2904,21621000.0
25452938,Barh I power station,25.4865,85.7452,14969000.0
25452955,HWP Manuguru power station,17.8783,80.8486,510390.0
25452956,BHADRAVATI MILL,13.8274,75.7131,232490.0
25452974,KRIBHCO HAZIRA,21.1663,72.7052,247570.0
25452975,Hirakud Smelter power station,21.5297,83.9046,2084100.0
25452978,BELGAUM UGAR,16.6505,74.8209,538.6
25452986,RCF THAL,18.6994,72.8732,105397.0
25452995,JAYKAYPURAM PLANT,24.6963,73.0017,310020.0
25453039,KOLLEGAL SUGAR,12.1056,76.7606,0.0
25453040,BARAMURA,23.807,91.565,63238.0
25453047,Tamnar power station,22.0987,83.4513,24249000.0
25453071,DIGHE WORKS,19.1896,73.004,7405.4
25453072,DNYANESHWAR MILL,19.4496,75.0382,0.0
25453073,RCF TROMBAY WORKS,19.0366,72.8892,84748.0
25453084,Sagardighi Thermal Power Station,24.3688,88.104,12384500.0
25453108,HAPURI MILL,16.6038,74.4045,0.0
25453109,SANGLI VASANTDADA,16.881,74.5898,0.0
25453120,Bellary Thermal Power Station,15.1932,76.7195,7765200.0
25453274,Durgapur Steel City Andal power station,23.58,87.2043,6305900.0
25453275,Koderma Thermal Power Station,24.3915,85.5619,6997900.0
25453301,AWARPUR CEMENT PLANT,19.7881,79.1518,264980.0
25453302,ADITYA CEMENT WORKS,24.7663,74.609,562950.0
25453303,ACC CHANDA CEMENT,19.9213,79.1133,226840.0
25453304,BHANDARA STEEL MILL,21.232,79.6311,85063.0
25453305,DANDELI MILL,15.253,74.6297,2356.4
25453306,KUNDARGI MILL,16.2651,75.5302,0.0
25453307,ADITYAPUR WORKS,22.8034,86.0913,572770.0
25453309,Giral power station,26.0457,71.2541,0.0
25453310,DURG SPONGE IRON,21.1878,81.2099,4046.9
25453313,MARATHA CEMENT PLANT,19.703,79.2206,255180.0
25453315,SAMEERWADI MILL,16.3918,75.0411,0.0
25453317,SATNA CEMENT PLANT,24.5977,80.8568,285150.0
25453332,ULTRATECH RAJASHREE CEMENT,17.1427,77.1749,391840.0
25453333,MAHUL REFINERY,19.0162,72.8963,6676.3
25453335,Sugen Combined Cycle power plant,21.3404,72.989,1576210.0
25453336,DGEN Mega Combined Cycle power plant,21.7057,72.6127,1290720.0
25453344,GRASIM NAGDA,23.4469,75.408,462190.0
25453370,MANDIDEEP GRAPHITE,23.0985,77.5299,255180.0
25453405,Lanco Amarkantak Thermal Power Project,22.2454,82.7246,3904900.0
25453433,Kakatiya Thermal Power Project,18.3832,79.8272,6123300.0
25453453,Mundra Thermal Power Project (Adani),22.8235,69.5535,26197000.0
25453517,Nabinagar Thermal Power Project,24.7051,84.0887,5670800.0
25453526,MAIHAR CEMENT PLANT,24.2021,80.7997,178060.0
25453527,CHANDRAPUR MANIKGHAR,19.7218,79.1757,56708.0
25453565,Shree Singaji Thermal Power Project,22.0991,76.5317,14191100.0
25453568,DAVANGERE MILL,14.3277,75.8808,0.0
25453572,SONAI MILL,19.3804,74.8397,0.0
25453582,Mahan Super Thermal Power Project,24.0087,82.417,7193500.0
25453594,Chhabra Thermal Power Station,24.6274,77.0376,11939700.0
25453600,HIRIYUR BIOMASS,13.9808,76.6279,0.0
25453630,Arasmeta Cement Plant power station,21.9622,82.3543,487690.0
25453636,Bongaigaon power station,26.4444,90.3672,4498200.0
25453645,BHANDARA VARAM,21.0813,79.7708,0.0
25453657,Sitapuram Cement power station,16.8301,80.0408,243840.0
25453665,MORDI PLANT,23.5496,74.4072,260880.0
25453681,Jharsuguda Sterlite power station,21.8157,84.042,12125900.0
25453691,Sasan Ultra Mega Power Project,23.9775,82.6265,30341000.0
25453692,Tata Mundra Ultra Mega Power Project,22.8158,69.5281,21164840.0
25453698,HALDIA POWER,22.0542,88.1219,37939.0
25453709,Sri Damodaram Sanjeevaiah Thermal Power Station,14.3276,80.1221,10396600.0
25453753,Ratnagiri Power Plant,17.2964,73.2131,1912740.0
25453754,Rajiv Gandhi Thermal Power Project,29.347,75.8575,5009100.0
25453772,Haldia Energy power station,22.1059,88.1773,4366100.0
25453799,Talcher Kaniha Super Thermal Power Station,21.0971,85.075,20401000.0
25453817,Kamalanga power station,20.8706,85.267,7265200.0
25453829,BINA REFINERY,24.2548,78.1535,31302.0
25453853,JSW Barmer Jalipa Kapurdi power station,25.8949,71.3256,6510400.0
